RIGOL:DG1:CSV DATA FILE
TYPE:Arb
AMP:1.000 Vpp
PERIOD:4.000e-06 S
DOTS:8192
MODE:Freq
AFG Frequency:250000.000
AWG N:0
x,y[V]
,0.00000
,0.00038
,0.00077
,0.00115
,0.00153
,0.00192
,0.00230
,0.00268
,0.00307
,0.00345
,0.00384
,0.00422
,0.00460
,0.00499
,0.00537
,0.00575
,0.00614
,0.00652
,0.00690
,0.00729
,0.00767
,0.00805
,0.00844
,0.00882
,0.00920
,0.00959
,0.00997
,0.01035
,0.01074
,0.01112
,0.01151
,0.01189
,0.01227
,0.01266
,0.01304
,0.01342
,0.01381
,0.01419
,0.01457
,0.01496
,0.01534
,0.01572
,0.01611
,0.01649
,0.01687
,0.01726
,0.01764
,0.01802
,0.01841
,0.01879
,0.01917
,0.01956
,0.01994
,0.02032
,0.02071
,0.02109
,0.02147
,0.02185
,0.02224
,0.02262
,0.02300
,0.02339
,0.02377
,0.02415
,0.02454
,0.02492
,0.02530
,0.02569
,0.02607
,0.02645
,0.02684
,0.02722
,0.02760
,0.02798
,0.02837
,0.02875
,0.02913
,0.02952
,0.02990
,0.03028
,0.03066
,0.03105
,0.03143
,0.03181
,0.03220
,0.03258
,0.03296
,0.03334
,0.03373
,0.03411
,0.03449
,0.03487
,0.03526
,0.03564
,0.03602
,0.03640
,0.03679
,0.03717
,0.03755
,0.03793
,0.03832
,0.03870
,0.03908
,0.03946
,0.03985
,0.04023
,0.04061
,0.04099
,0.04138
,0.04176
,0.04214
,0.04252
,0.04290
,0.04329
,0.04367
,0.04405
,0.04443
,0.04481
,0.04520
,0.04558
,0.04596
,0.04634
,0.04672
,0.04711
,0.04749
,0.04787
,0.04825
,0.04863
,0.04901
,0.04940
,0.04978
,0.05016
,0.05054
,0.05092
,0.05130
,0.05169
,0.05207
,0.05245
,0.05283
,0.05321
,0.05359
,0.05397
,0.05436
,0.05474
,0.05512
,0.05550
,0.05588
,0.05626
,0.05664
,0.05702
,0.05740
,0.05779
,0.05817
,0.05855
,0.05893
,0.05931
,0.05969
,0.06007
,0.06045
,0.06083
,0.06121
,0.06159
,0.06197
,0.06235
,0.06274
,0.06312
,0.06350
,0.06388
,0.06426
,0.06464
,0.06502
,0.06540
,0.06578
,0.06616
,0.06654
,0.06692
,0.06730
,0.06768
,0.06806
,0.06844
,0.06882
,0.06920
,0.06958
,0.06996
,0.07034
,0.07072
,0.07110
,0.07148
,0.07186
,0.07224
,0.07262
,0.07299
,0.07337
,0.07375
,0.07413
,0.07451
,0.07489
,0.07527
,0.07565
,0.07603
,0.07641
,0.07679
,0.07717
,0.07754
,0.07792
,0.07830
,0.07868
,0.07906
,0.07944
,0.07982
,0.08020
,0.08057
,0.08095
,0.08133
,0.08171
,0.08209
,0.08247
,0.08284
,0.08322
,0.08360
,0.08398
,0.08436
,0.08474
,0.08511
,0.08549
,0.08587
,0.08625
,0.08662
,0.08700
,0.08738
,0.08776
,0.08814
,0.08851
,0.08889
,0.08927
,0.08965
,0.09002
,0.09040
,0.09078
,0.09115
,0.09153
,0.09191
,0.09229
,0.09266
,0.09304
,0.09342
,0.09379
,0.09417
,0.09455
,0.09492
,0.09530
,0.09568
,0.09605
,0.09643
,0.09680
,0.09718
,0.09756
,0.09793
,0.09831
,0.09869
,0.09906
,0.09944
,0.09981
,0.10019
,0.10056
,0.10094
,0.10132
,0.10169
,0.10207
,0.10244
,0.10282
,0.10319
,0.10357
,0.10394
,0.10432
,0.10469
,0.10507
,0.10544
,0.10582
,0.10619
,0.10657
,0.10694
,0.10732
,0.10769
,0.10807
,0.10844
,0.10882
,0.10919
,0.10956
,0.10994
,0.11031
,0.11069
,0.11106
,0.11143
,0.11181
,0.11218
,0.11256
,0.11293
,0.11330
,0.11368
,0.11405
,0.11442
,0.11480
,0.11517
,0.11554
,0.11592
,0.11629
,0.11666
,0.11703
,0.11741
,0.11778
,0.11815
,0.11853
,0.11890
,0.11927
,0.11964
,0.12002
,0.12039
,0.12076
,0.12113
,0.12150
,0.12188
,0.12225
,0.12262
,0.12299
,0.12336
,0.12374
,0.12411
,0.12448
,0.12485
,0.12522
,0.12559
,0.12596
,0.12634
,0.12671
,0.12708
,0.12745
,0.12782
,0.12819
,0.12856
,0.12893
,0.12930
,0.12967
,0.13004
,0.13041
,0.13078
,0.13115
,0.13152
,0.13189
,0.13226
,0.13263
,0.13300
,0.13337
,0.13374
,0.13411
,0.13448
,0.13485
,0.13522
,0.13559
,0.13596
,0.13633
,0.13670
,0.13706
,0.13743
,0.13780
,0.13817
,0.13854
,0.13891
,0.13928
,0.13964
,0.14001
,0.14038
,0.14075
,0.14112
,0.14149
,0.14185
,0.14222
,0.14259
,0.14296
,0.14332
,0.14369
,0.14406
,0.14443
,0.14479
,0.14516
,0.14553
,0.14589
,0.14626
,0.14663
,0.14699
,0.14736
,0.14773
,0.14809
,0.14846
,0.14883
,0.14919
,0.14956
,0.14992
,0.15029
,0.15066
,0.15102
,0.15139
,0.15175
,0.15212
,0.15248
,0.15285
,0.15321
,0.15358
,0.15394
,0.15431
,0.15467
,0.15504
,0.15540
,0.15577
,0.15613
,0.15650
,0.15686
,0.15722
,0.15759
,0.15795
,0.15832
,0.15868
,0.15904
,0.15941
,0.15977
,0.16013
,0.16050
,0.16086
,0.16122
,0.16159
,0.16195
,0.16231
,0.16267
,0.16304
,0.16340
,0.16376
,0.16412
,0.16449
,0.16485
,0.16521
,0.16557
,0.16593
,0.16630
,0.16666
,0.16702
,0.16738
,0.16774
,0.16810
,0.16846
,0.16883
,0.16919
,0.16955
,0.16991
,0.17027
,0.17063
,0.17099
,0.17135
,0.17171
,0.17207
,0.17243
,0.17279
,0.17315
,0.17351
,0.17387
,0.17423
,0.17459
,0.17495
,0.17531
,0.17567
,0.17603
,0.17638
,0.17674
,0.17710
,0.17746
,0.17782
,0.17818
,0.17854
,0.17889
,0.17925
,0.17961
,0.17997
,0.18033
,0.18068
,0.18104
,0.18140
,0.18176
,0.18211
,0.18247
,0.18283
,0.18318
,0.18354
,0.18390
,0.18425
,0.18461
,0.18497
,0.18532
,0.18568
,0.18604
,0.18639
,0.18675
,0.18710
,0.18746
,0.18781
,0.18817
,0.18853
,0.18888
,0.18924
,0.18959
,0.18995
,0.19030
,0.19065
,0.19101
,0.19136
,0.19172
,0.19207
,0.19243
,0.19278
,0.19313
,0.19349
,0.19384
,0.19419
,0.19455
,0.19490
,0.19525
,0.19561
,0.19596
,0.19631
,0.19667
,0.19702
,0.19737
,0.19772
,0.19808
,0.19843
,0.19878
,0.19913
,0.19948
,0.19984
,0.20019
,0.20054
,0.20089
,0.20124
,0.20159
,0.20194
,0.20229
,0.20264
,0.20299
,0.20334
,0.20370
,0.20405
,0.20440
,0.20475
,0.20510
,0.20545
,0.20579
,0.20614
,0.20649
,0.20684
,0.20719
,0.20754
,0.20789
,0.20824
,0.20859
,0.20894
,0.20928
,0.20963
,0.20998
,0.21033
,0.21068
,0.21102
,0.21137
,0.21172
,0.21207
,0.21241
,0.21276
,0.21311
,0.21346
,0.21380
,0.21415
,0.21450
,0.21484
,0.21519
,0.21553
,0.21588
,0.21623
,0.21657
,0.21692
,0.21726
,0.21761
,0.21795
,0.21830
,0.21864
,0.21899
,0.21933
,0.21968
,0.22002
,0.22037
,0.22071
,0.22105
,0.22140
,0.22174
,0.22209
,0.22243
,0.22277
,0.22312
,0.22346
,0.22380
,0.22415
,0.22449
,0.22483
,0.22517
,0.22552
,0.22586
,0.22620
,0.22654
,0.22688
,0.22723
,0.22757
,0.22791
,0.22825
,0.22859
,0.22893
,0.22927
,0.22961
,0.22995
,0.23030
,0.23064
,0.23098
,0.23132
,0.23166
,0.23200
,0.23234
,0.23268
,0.23301
,0.23335
,0.23369
,0.23403
,0.23437
,0.23471
,0.23505
,0.23539
,0.23572
,0.23606
,0.23640
,0.23674
,0.23708
,0.23741
,0.23775
,0.23809
,0.23843
,0.23876
,0.23910
,0.23944
,0.23977
,0.24011
,0.24045
,0.24078
,0.24112
,0.24145
,0.24179
,0.24213
,0.24246
,0.24280
,0.24313
,0.24347
,0.24380
,0.24414
,0.24447
,0.24481
,0.24514
,0.24547
,0.24581
,0.24614
,0.24648
,0.24681
,0.24714
,0.24748
,0.24781
,0.24814
,0.24848
,0.24881
,0.24914
,0.24947
,0.24981
,0.25014
,0.25047
,0.25080
,0.25113
,0.25147
,0.25180
,0.25213
,0.25246
,0.25279
,0.25312
,0.25345
,0.25378
,0.25411
,0.25444
,0.25477
,0.25510
,0.25543
,0.25576
,0.25609
,0.25642
,0.25675
,0.25708
,0.25741
,0.25774
,0.25807
,0.25839
,0.25872
,0.25905
,0.25938
,0.25971
,0.26003
,0.26036
,0.26069
,0.26102
,0.26134
,0.26167
,0.26200
,0.26232
,0.26265
,0.26298
,0.26330
,0.26363
,0.26395
